pmid,sentence,structure_1,structure_2,relation,score,pubmed_url
38111224,"The auricular branch of the vagus nerve (ABVN) is an afferent vagus branch and is accessible through the inner tragus, providing a door for the electric stimulation of the ascending vagus and of the central nervous system.",vagus nerve,vagus,anatomical connectivity,0.5659146904945374,http://www.ncbi.nlm.nih.gov/pubmed/38111224
38606024,"On exit, the phrenic nerve anastomoses with the ansa cervicalis, putting itself in direct communication with the cervical plexus (C1-C4) and with the vagus nerve (X) [20].",phrenic nerve,vagus nerve,anatomical connectivity,0.959098219871521,http://www.ncbi.nlm.nih.gov/pubmed/38606024
38606024,"Before entering the mediastinum, the phrenic nerve anastomoses with the stellate ganglion or cervicothoracic ganglion, often forming plexiform structures [27,28].",phrenic nerve,stellate ganglion,anatomical connectivity,0.7806174159049988,http://www.ncbi.nlm.nih.gov/pubmed/38606024
38606024,"The phrenic nerve can anastomose with the subclavian ansa, the nerve that communicates directly with the stellate ganglion and the middle sympathetic ganglion, and the laryngeal recurrent nerve of the vagus [28].",phrenic nerve,stellate ganglion,anatomical connectivity,0.5063033103942871,http://www.ncbi.nlm.nih.gov/pubmed/38606024
38606024,"Indirectly, via the stellate ganglion, the phrenic nerve can be put in communication with the visceral sympathetic system, such as the nerves to the larynx, trachea, pharynx, and esophagus, and inferior cardiac nerves [29].",stellate ganglion,phrenic nerve,anatomical connectivity,0.9105496406555176,http://www.ncbi.nlm.nih.gov/pubmed/38606024
38607005,"This topic could be of considerable interest, as the nodose ganglia give rise to the vagus nerve, which controls numerous autonomic functions and mediates essential reflexes, and whose stimulation is used for treating various disorders.",nodose ganglia,vagus nerve,functional connectivity,0.6151107549667358,http://www.ncbi.nlm.nih.gov/pubmed/38607005
38610679,"One of the most significant structures related to the thyroid gland is the recurrent laryngeal nerve (RLN), a branch of the vagus nerve.",recurrent laryngeal nerve,vagus nerve,structural connectivity,0.9989102482795715,http://www.ncbi.nlm.nih.gov/pubmed/38610679
38615463,"Our group suspect the Schwannoma in this case was originated from the maxillary nerve, which is a branch of the trigeminal nerve, and develops from the superior labialis nerve [12,14].",maxillary nerve,trigeminal nerve,structural connectivity,0.9983645677566528,http://www.ncbi.nlm.nih.gov/pubmed/38615463
38638307,"Specifically, the dorsal motor nucleus of the vagus nerve (DMV) receives signals from vagus parasympathetic neurons and projects them throughout the gastrointestinal system.",vagus nerve,vagus,anatomical connectivity,0.9978582262992859,http://www.ncbi.nlm.nih.gov/pubmed/38638307
38646210,"The ophthalmic division of the trigeminal nerve further anatomically segregates into the nasociliary, frontal, and lacrimal branches.",trigeminal nerve,nasociliary,structural connectivity,0.7386058568954468,http://www.ncbi.nlm.nih.gov/pubmed/38646210
38654803,"It is a continuation of the longest branch, taking its origin from the pterygopalatine ganglion, one of the nasal branches and is called the nasopalatine nerve.",pterygopalatine ganglion,nasopalatine nerve,structural connectivity,0.9697725772857666,http://www.ncbi.nlm.nih.gov/pubmed/38654803
38666878,"The cardiac preganglionic parasympathetic axons of the vagus nerve (Figure 6 in red) primarily arise from medullar neurons placed in the dorsal motor nucleus of the vagus (DMV), expanding presumably wider into the ventrolateral portion of the nucleus ambiguus (NAmb).",vagus nerve,vagus,topological connectivity,0.6009898781776428,http://www.ncbi.nlm.nih.gov/pubmed/38666878
