warning,,http://purl.obolibrary.org/obo/UBERON_0001964,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018681,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001964,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018681,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001964,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018681,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0794476,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018683,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018683,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0793826,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0793826,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0793826,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0795011,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0789580,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0793827,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0795011,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001759,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0005303,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0005303,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018675,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018675,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0794476,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0794476,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018679,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018679,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018679,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0794476,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001759,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0005303,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0005303,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018675,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0018675,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0011390,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001493,Entity not found in any axiom
warning,,http://uri.interlex.org/base/ilx_0794967,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001492,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001492,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001492,Entity not found in any axiom
warning,,http://purl.obolibrary.org/obo/UBERON_0001492,Entity not found in any axiom
