http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/liver/131,neuron type liver 131,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0793082, http://uri.interlex.org/base/ilx_0794730, http://uri.interlex.org/base/ilx_0795008, http://uri.interlex.org/base/ilx_0795017, http://uri.interlex.org/base/ilx_0795013; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/liver/132,neuron type liver 132,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0795015, http://purl.obolibrary.org/obo/CL_1000488, http://uri.interlex.org/base/ilx_0795009, http://purl.obolibrary.org/obo/CL_0009094, http://uri.interlex.org/base/ilx_0793082, http://uri.interlex.org/base/ilx_0794730; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/mmset1/11,neuron type mmset1 11,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0793618, http://uri.interlex.org/base/ilx_0793699, http://uri.interlex.org/base/ilx_0793336, http://uri.interlex.org/base/ilx_0786272, http://uri.interlex.org/base/ilx_0793617, http://uri.interlex.org/base/ilx_0786141, http://uri.interlex.org/base/ilx_0793335, http://purl.obolibrary.org/obo/UBERON_0002441, http://uri.interlex.org/base/ilx_0793208, http://uri.interlex.org/base/ilx_0793619, http://uri.interlex.org/base/ilx_0786722, http://uri.interlex.org/base/ilx_0793212, http://uri.interlex.org/base/ilx_0793210, http://uri.interlex.org/base/ilx_0793211, http://uri.interlex.org/base/ilx_0793697, http://uri.interlex.org/base/ilx_0786228, http://uri.interlex.org/base/ilx_0793701, http://uri.interlex.org/base/ilx_0793698, http://uri.interlex.org/base/ilx_0793700, http://uri.interlex.org/base/ilx_0793209; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/liver/130,neuron type liver 130,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0793813, http://uri.interlex.org/base/ilx_0793814, http://uri.interlex.org/base/ilx_0793811, http://uri.interlex.org/base/ilx_0793815, http://uri.interlex.org/base/ilx_0793082, http://uri.interlex.org/base/ilx_0794730, http://purl.obolibrary.org/obo/UBERON_0018679, http://uri.interlex.org/base/ilx_0793816, http://uri.interlex.org/base/ilx_0793812; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/kidney/141,neuron type kidney 141,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0794764, http://purl.obolibrary.org/obo/UBERON_0002113, http://uri.interlex.org/base/ilx_0794730, http://purl.obolibrary.org/obo/UBERON_0005006, http://purl.obolibrary.org/obo/UBERON_0011926; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/kidney/143,neuron type kidney 143,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0795057, http://purl.obolibrary.org/obo/UBERON_0001224, http://purl.obolibrary.org/obo/UBERON_0011929, http://purl.obolibrary.org/obo/UBERON_0001184, http://uri.interlex.org/base/ilx_0795058; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/mmset1/12,neuron type mmset1 12,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0790497, http://uri.interlex.org/base/ilx_0784439, http://uri.interlex.org/base/ilx_0739303, http://uri.interlex.org/base/ilx_0739304, http://uri.interlex.org/base/ilx_0786228, http://uri.interlex.org/base/ilx_0786141, http://purl.obolibrary.org/obo/UBERON_0001780, http://uri.interlex.org/base/ilx_0788945, http://purl.obolibrary.org/obo/UBERON_0002441, http://uri.interlex.org/base/ilx_0786272, http://uri.interlex.org/base/ilx_0738444, http://uri.interlex.org/base/ilx_0786722; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/kidney/144,neuron type kidney 144,invalid,"Entities not found: http://uri.interlex.org/base/ilx_0789892, http://uri.interlex.org/base/ilx_0795029, http://uri.interlex.org/base/ilx_0795030, http://purl.obolibrary.org/obo/UBERON_0002855, http://purl.obolibrary.org/obo/UBERON_0002853, http://purl.obolibrary.org/obo/UBERON_0001225, http://uri.interlex.org/base/ilx_0787665, http://purl.obolibrary.org/obo/UBERON_0002854, http://purl.obolibrary.org/obo/UBERON_0001230, http://uri.interlex.org/base/ilx_0795028, http://purl.obolibrary.org/obo/UBERON_0002857, http://uri.interlex.org/base/ilx_0795027, http://uri.interlex.org/base/ilx_0792058, http://uri.interlex.org/base/ilx_0795026, http://purl.obolibrary.org/obo/UBERON_0002856, http://uri.interlex.org/base/ilx_0787779, http://purl.obolibrary.org/obo/UBERON_0003517, http://uri.interlex.org/base/ilx_0790338; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090; Axiom(s) not found for: http://purl.obolibrary.org/obo/UBERON_0001964, http://purl.obolibrary.org/obo/UBERON_0018681"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/kidney/142,neuron type kidney 142,invalid,"Entities not found: http://purl.obolibrary.org/obo/UBERON_0018676, http://purl.obolibrary.org/obo/UBERON_0002870, http://uri.interlex.org/base/ilx_0795057, http://purl.obolibrary.org/obo/UBERON_0001759; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090"
http://uri.interlex.org/tgbugs/uris/readable/sparc-nlp/kidney/145,neuron type kidney 145,invalid,"Entities not found: http://purl.obolibrary.org/obo/UBERON_0005006, http://purl.obolibrary.org/obo/UBERON_0009050, http://purl.obolibrary.org/obo/UBERON_0001759, http://purl.obolibrary.org/obo/UBERON_0005363; Species not found: http://purl.obolibrary.org/obo/NCBITaxon_10090; Axiom(s) not found for: http://uri.interlex.org/base/ilx_0794476"
